23,25
15,24
22,22
31,31
76,78
41,63
11,17
19,19
18,20
17,19
19,21
17,17
22,26
18,26
9,13
34,34
50,55
52,57
31,36
37,42
43,48
36,36
20,22
15,15
35,39
15,17
14,14
23,23
16,19
38,55
12,23
23,27
12,12
23,23
27,27
17,19
24,26
22,24
12,12
16,21
17,21
19,21
26,30
11,13
13,17
15,26
19,33
12,16
15,17
16,18
18,20
86,93
17,17
29,31
21,21
21,21
14,14
18,18
13,13
20,22
20,32
13,18
10,14
13,15
45,47
22,22
15,21
15,24
15,28
18,21
15,15
23,23
29,31
15,15
17,17
17,17
54,54
28,28
19,27
13,13
25,25
32,32
20,20
21,21
15,17
21,21
15,15
33,33
19,19
42,66
33,33
49,53
24,26
24,26
23,25
33,35
17,17
31,33
11,11
4,4
4,8
6,12
24,24
29,34
33,33
21,23
26,28
21,23
53,53
