34,34
28,32
19,19
27,27
32,48
22,22
34,41
27,37
30,39
26,29
31,47
26,35
44,54
14,20
17,24
28,31
23,23
20,25
22,22
28,41
18,23
15,25
17,21
12,14
23,25
20,25
26,35
24,27
19,26
16,28
18,18
33,41
23,23
12,16
34,45
12,17
37,49
32,39
29,38
19,23
16,22
18,24
15,18
17,19
20,23
16,18
16,20
35,54
16,23
31,41
37,42
15,18
32,38
24,26
21,27
22,22
19,27
13,24
19,25
15,24
32,42
43,56
12,16
20,25
24,33
26,34
18,23
17,21
23,31
40,46
21,29
16,21
36,38
38,45
33,45
23,30
29,36
31,39
29,35
39,44
19,24
30,38
27,35
17,28
30,35
18,25
22,24
34,45
15,19
26,32
26,35
24,31
19,25
25,39
25,30
21,27
30,35
16,16
23,34
25,31
22,24
43,49
36,46
28,28
14,16
13,18
22,22
25,29
15,21
19,29
20,30
20,29
16,23
25,33
44,51
23,26
25,31
23,29
14,18
22,28
32,39
19,26
23,30
18,20
24,29
37,42
18,24
21,29
22,27
28,28
14,18
21,29
17,17
49,56
18,21
41,48
42,42
18,24
30,35
13,15
25,35
28,31
19,24
15,18
36,43
39,39
39,55
19,25
17,17
21,28
