34,43
46,55
124,171
66,84
114,139
38,61
30,46
45,51
51,64
44,56
62,66
33,49
45,59
41,61
45,54
66,88
61,75
66,85
46,64
49,71
55,67
21,24
55,59
55,62
30,36
28,35
28,37
24,26
128,154
37,50
50,66
38,61
66,94
24,37
38,56
38,56
106,138
58,86
44,68
47,86
21,35
39,49
50,69
20,38
57,86
593,700
29,47
61,73
55,63
38,60
53,71
42,51
37,37
44,54
45,60
23,35
38,38
30,42
25,35
38,48
28,51
55,95
43,57
20,27
29,38
44,46
14,20
63,78
66,87
62,84
52,75
31,50
34,53
26,32
90,108
41,53
46,50
24,35
26,38
21,35
22,39
22,33
38,61
28,49
57,86
27,48
24,40
30,49
41,63
50,71
40,69
31,54
29,56
27,46
30,56
31,49
25,43
25,47
30,55
27,43
29,48
24,38
20,34
28,54
23,38
29,51
24,40
34,52
38,59
26,45
25,46
22,37
31,49
47,65
30,52
24,39
36,62
30,56
30,51
29,53
26,49
23,42
29,46
26,41
30,49
30,45
30,50
27,49
29,49
30,53
27,51
31,53
30,50
27,48
30,57
26,46
29,48
23,43
33,52
34,58
26,48
28,51
27,51
25,47
28,53
32,58
29,49
25,45
23,43
30,52
