25,25
44,44
47,47
72,72
52,52
21,21
29,29
33,33
26,26
55,55
49,49
22,22
36,36
44,44
31,31
12,12
38,38
19,19
44,44
27,27
20,20
74,74
79,79
41,41
21,21
45,45
71,71
31,31
46,46
40,40
28,28
43,43
32,32
40,40
24,24
26,26
28,28
42,42
27,27
48,48
46,46
49,49
43,43
46,46
68,68
38,38
35,35
26,26
56,56
77,77
33,33
54,54
25,25
48,48
55,55
20,20
47,47
47,47
39,39
78,78
43,43
68,68
71,71
34,34
35,35
49,49
41,41
50,50
42,42
26,26
43,43
31,31
43,43
80,80
41,41
27,27
37,37
31,31
43,43
44,44
52,52
30,30
22,22
53,53
65,65
49,49
45,45
33,33
56,56
51,51
38,38
54,54
31,31
53,53
71,71
32,32
21,21
52,52
24,24
42,42
31,31
44,44
49,49
66,66
31,31
23,23
31,31
42,42
54,54
51,51
53,53
62,62
28,28
28,28
68,68
41,41
54,54
35,35
26,26
35,35
29,29
23,23
40,40
26,26
19,19
51,51
61,61
65,65
52,52
54,54
37,37
37,37
37,37
63,63
21,21
47,47
22,22
44,44
40,40
23,23
48,48
50,50
25,25
45,45
49,49
55,55
21,21
49,49
29,29
40,40
45,45
59,59
33,33
39,39
19,19
51,51
44,44
52,52
36,36
33,33
44,44
46,46
32,32
22,22
44,44
45,45
84,84
43,43
57,57
55,55
23,23
48,48
46,46
27,27
48,48
18,18
74,74
29,29
37,37
64,64
57,57
40,40
41,41
31,31
50,50
18,18
55,55
20,20
57,57
32,32
38,38
32,32
39,39
28,28
66,66
63,63
40,40
26,26
48,48
54,54
52,52
64,64
35,35
45,45
53,53
84,84
35,35
23,23
23,23
29,29
26,26
32,32
105,105
52,52
42,42
85,85
33,33
29,29
41,41
58,58
27,27
54,54
55,55
42,42
27,27
25,25
66,66
40,40
32,32
52,52
57,57
32,32
55,55
52,52
52,52
36,36
70,70
66,66
46,46
31,31
35,35
53,53
62,62
74,74
43,43
35,35
27,27
40,40
33,33
25,25
41,41
53,53
50,50
38,38
56,56
54,54
29,29
28,28
56,56
48,48
20,20
72,72
56,56
50,50
67,67
41,41
39,39
73,73
35,35
50,50
78,78
35,35
51,51
47,47
37,37
43,43
38,38
52,52
40,40
46,46
20,20
50,50
44,44
46,46
48,48
22,22
29,29
36,36
49,49
27,27
49,49
53,53
24,24
20,20
38,38
20,20
42,42
64,64
28,28
