36,36
37,37
38,38
73,73
32,32
33,33
48,48
39,39
24,24
42,42
43,43
45,45
47,47
42,42
25,25
32,32
29,29
89,89
32,32
31,31
59,59
39,39
47,47
42,42
25,25
44,44
31,31
28,28
32,32
32,32
56,56
43,43
52,52
51,51
22,22
28,28
41,41
56,56
35,35
54,54
45,45
44,44
20,20
18,18
70,70
37,37
43,43
64,64
29,29
44,44
49,49
68,68
22,22
38,38
25,25
48,48
49,49
31,31
50,50
46,46
40,40
50,50
51,51
43,43
56,56
40,40
30,30
20,20
70,70
57,57
58,58
36,36
34,34
33,33
34,34
28,28
74,74
35,35
34,34
29,29
83,83
24,24
30,30
33,33
59,59
30,30
35,35
48,48
64,64
38,38
48,48
58,58
83,83
49,49
68,68
64,64
43,43
29,29
41,41
69,69
69,69
41,41
61,61
59,59
43,43
23,23
28,28
62,62
42,42
39,39
93,93
37,37
77,77
26,26
61,61
49,49
51,51
62,62
56,56
47,47
46,46
45,45
58,58
30,30
50,50
89,89
32,32
37,37
46,46
50,50
52,52
29,29
31,31
19,19
29,29
25,25
19,19
35,35
29,29
20,20
30,30
37,37
31,31
28,28
62,62
33,33
37,37
46,46
36,36
43,43
63,63
28,28
36,36
23,23
46,46
35,35
50,50
47,47
34,34
47,47
51,51
49,49
40,40
57,57
87,87
55,55
35,35
38,38
54,54
15,15
37,37
43,43
27,27
50,50
73,73
29,29
41,41
48,48
30,30
26,26
49,49
30,30
29,29
35,35
47,47
38,38
29,29
46,46
30,30
54,54
42,42
29,29
32,32
79,79
32,32
24,24
27,27
27,27
37,37
23,23
25,25
37,37
50,50
29,29
83,83
39,39
63,63
22,22
97,97
61,61
27,27
40,40
34,34
33,33
24,24
37,37
36,36
56,56
51,51
48,48
21,21
67,67
30,30
63,63
57,57
42,42
58,58
47,47
42,42
47,47
28,28
19,19
57,57
35,35
46,46
66,66
39,39
58,58
61,61
22,22
79,79
43,43
45,45
26,26
21,21
46,46
44,44
49,49
64,64
59,59
27,27
43,43
50,50
42,42
30,30
41,41
42,42
38,38
45,45
36,36
42,42
42,42
38,38
51,51
43,43
41,41
25,25
23,23
16,16
58,58
73,73
65,65
35,35
43,43
37,37
52,52
45,45
61,61
37,37
45,45
49,49
31,31
66,66
51,51
35,35
52,52
27,27
45,45
21,21
56,56
36,36
21,21
43,43
28,28
31,31
23,23
35,35
76,76
53,53
