16,16
9,9
14,14
8,8
9,9
11,11
14,14
15,15
61,61
15,15
32,32
29,29
5,5
10,10
7,7
10,10
9,9
9,9
9,9
8,8
9,9
10,10
9,9
6,6
12,12
12,12
12,12
12,12
6,6
5,5
28,28
4,4
27,27
26,26
26,26
29,29
17,17
17,17
20,20
20,20
20,20
26,26
20,20
14,14
14,14
6,6
6,6
7,7
18,18
19,19
6,6
9,9
5,5
7,7
15,15
6,6
9,9
8,8
37,37
16,16
10,10
11,11
20,20
5,5
3,3
7,7
14,14
7,7
9,9
16,16
13,13
4,4
15,15
9,9
11,11
11,11
5,5
5,5
8,8
11,11
7,7
12,12
10,10
9,9
14,14
14,14
6,6
5,5
7,7
8,8
11,11
13,13
18,18
13,13
6,6
8,8
10,10
5,5
7,7
9,9
9,9
9,9
7,7
85,85
12,12
3,3
18,18
11,11
6,6
13,13
12,12
7,7
7,7
5,5
11,11
5,5
4,4
7,7
8,8
12,12
11,11
19,19
8,8
8,8
7,7
5,5
6,6
7,7
34,34
11,11
7,7
13,13
14,14
5,5
8,8
14,14
14,14
12,12
15,15
4,4
4,4
9,9
14,14
7,7
6,6
23,23
4,4
9,9
6,6
9,9
7,7
8,8
13,13
39,39
21,21
5,5
17,17
8,8
6,6
5,5
8,8
15,15
12,12
18,18
13,13
5,5
9,9
10,10
6,6
9,9
12,12
7,7
8,8
5,5
13,13
18,18
12,12
5,5
23,23
41,41
23,23
10,10
32,32
19,19
11,11
13,13
12,12
12,12
12,12
11,11
13,13
20,20
7,7
8,8
24,24
7,7
8,8
1,1
1,1
1,1
3,3
3,3
5,5
5,5
8,8
14,14
16,16
16,16
14,14
17,17
11,11
10,10
11,11
15,15
10,10
11,11
15,15
41,41
