57,69
81,119
52,73
46,62
55,81
51,71
58,80
36,43
41,57
48,71
74,94
86,120
47,66
78,102
50,86
45,71
42,72
33,50
42,70
49,75
50,95
55,89
71,106
38,61
82,133
54,87
48,73
67,75
58,94
83,117
68,111
78,105
49,84
57,91
46,68
47,74
81,123
48,68
43,68
54,87
60,82
58,75
94,114
48,78
73,107
64,92
56,84
75,103
52,73
44,66
44,75
77,115
37,54
45,73
76,105
75,115
33,56
78,109
63,89
38,61
30,52
47,66
52,70
76,126
69,106
53,74
63,100
47,68
44,66
41,63
79,98
45,70
59,104
49,70
47,69
64,104
42,72
51,70
54,96
43,69
62,90
40,54
57,89
91,127
69,112
49,71
55,73
57,66
74,103
75,101
66,97
43,72
52,68
60,75
58,89
43,70
49,67
78,129
47,66
62,102
68,116
60,80
86,137
48,58
36,52
43,58
109,157
87,127
44,62
72,99
54,81
55,97
38,52
71,106
61,84
65,89
63,107
60,88
89,136
50,77
61,88
89,136
53,78
46,67
38,58
62,94
51,88
83,110
36,57
67,104
72,92
63,106
71,108
76,112
57,85
92,113
62,98
55,80
59,90
61,86
50,70
64,90
49,70
46,65
57,76
72,102
25,44
38,58
74,106
28,28
