5,5
5,5
4,4
5,5
10,10
7,7
5,5
13,13
28,28
17,17
5,5
4,4
9,9
14,14
11,11
26,26
15,15
13,13
43,43
17,17
23,23
22,22
25,25
26,26
23,23
30,30
7,7
9,9
18,18
14,14
17,17
10,10
47,47
26,26
22,22
8,8
6,6
13,13
29,29
17,17
18,18
28,28
19,19
25,25
9,9
14,14
27,27
8,8
16,16
22,22
30,30
19,19
17,17
8,8
30,30
16,16
27,27
14,14
8,8
13,13
9,9
14,14
21,21
15,15
25,25
12,12
58,58
56,56
22,22
13,13
12,12
23,23
30,30
9,9
14,14
11,11
12,12
9,9
24,24
16,16
35,35
8,8
7,7
14,14
20,20
18,18
9,9
20,20
15,15
12,12
30,30
14,14
14,14
16,16
15,15
13,13
35,35
14,14
14,14
14,14
12,12
9,9
13,13
17,17
8,8
10,10
19,19
9,9
12,12
11,11
10,10
17,17
10,10
14,14
7,7
13,13
8,8
20,20
9,9
11,11
9,9
24,24
12,12
7,7
13,13
13,13
12,12
12,12
13,13
18,18
13,13
11,11
25,25
10,10
18,18
17,17
13,13
12,12
18,18
11,11
15,15
8,8
14,14
15,15
10,10
12,12
11,11
15,15
7,7
18,18
11,11
15,15
16,16
22,22
15,15
16,16
14,14
19,19
12,12
19,19
11,11
20,20
10,10
13,13
20,20
19,19
14,14
18,18
9,9
11,11
15,15
21,21
19,19
31,31
9,9
20,20
18,18
19,19
10,10
13,13
18,18
12,12
20,20
22,22
11,11
18,18
35,35
13,13
21,21
10,10
16,16
26,26
15,15
19,19
19,19
27,27
33,33
13,13
16,16
10,10
17,17
54,54
8,8
10,10
8,8
5,5
14,14
11,11
7,7
12,12
28,28
16,16
24,24
16,16
18,18
18,18
10,10
15,15
9,9
17,17
28,28
11,11
11,11
26,26
15,15
14,14
17,17
18,18
20,20
22,22
27,27
11,11
9,9
8,8
17,17
8,8
24,24
8,8
16,16
18,18
10,10
18,18
35,35
7,7
12,12
31,31
16,16
15,15
23,23
14,14
11,11
18,18
13,13
11,11
25,25
13,13
20,20
17,17
25,25
18,18
12,12
13,13
21,21
15,15
14,14
9,9
8,8
17,17
33,33
20,20
5,5
20,20
13,13
9,9
11,11
27,27
15,15
17,17
9,9
23,23
11,11
24,24
9,9
8,8
11,11
16,16
42,42
11,11
20,20
9,9
24,24
18,18
9,9
9,9
9,9
10,10
8,8
26,26
10,10
10,10
